kpk;per;pemployee;pcompany;ptotal;dfrom
569;ΑΣΘΕΝΕΙΑ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΟΤΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (4) ΕΜΜΕΣΑ ΜΕΛΗ;1,400;0,250;1,650;1/1/2017
570;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΗΣΑΠ ΤΟΥ Τ. ΤΑΥΤΕΚΩ;0,400;0,250;0,650;1/1/2017
571;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ  Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,375%);2,025;3,800;5,825;1/1/2025
572;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ  Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,625%);2,275;3,800;6,075;1/1/2025
573;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ  Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,875%);2,525;3,800;6,325;1/1/2025
574;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ  Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,125%);2,775;3,800;6,575;1/1/2025
575;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,25%);2,900;3,800;6,700;1/1/2025
576;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ;0,400;0,250;0,650;1/1/2017
577;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,25%);0,650;0,500;1,150;1/1/2017
578;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,375%);0,775;0,625;1,400;1/1/2017
579;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,50%);0,900;0,750;1,650;1/1/2017
580;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,625%);1,025;0,875;1,900;1/1/2017
581;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,75%);1,150;1,000;2,150;1/1/2017
582;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,875%);1,275;1,125;2,400;1/1/2017
583;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1%);1,400;1,250;2,650;1/1/2017
584;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,125%);1,525;1,375;2,900;1/1/2017
585;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠ-ΕΤΒΑ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,25%);1,650;1,500;3,150;1/1/2017
586;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΠΕΤΕ / Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ;0,400;0,250;0,650;1/1/2017
587;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,125%);1,775;3,800;5,575;1/1/2025
588;ΑΣΘΕΝΕΙΑ ΣΕ ΕΙΔΟΣ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,625%);3,275;3,800;7,075;1/1/2025
589;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,125%);0,525;0,250;0,775;1/1/2017
590;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,25%);0,650;0,250;0,900;1/1/2017
591;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,375%);0,775;0,250;1,025;1/1/2017
592;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,50%);0,900;0,250;1,150;1/1/2017
593;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,625%);1,025;0,250;1,275;1/1/2017
594;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,75%);1,150;0,250;1,400;1/1/2017
595;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (0,875%);1,275;0,250;1,525;1/1/2017
596;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1%);1,400;0,250;1,650;1/1/2017
597;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,125%);1,525;0,250;1,775;1/1/2017
598;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,25%);1,650;0,250;1,900;1/1/2017
599;ΑΣΘΕΝΕΙΑ ΓΙΑ ΠΑΡΟΧΗ ΣΕ ΧΡΗΜΑ ΠΡΟΣΩΠΙΚΟΥ Τ. ΤΑΑΠΤΠΓΑΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ (1,625%);2,025;0,250;2,275;1/1/2017
781;ΑΠΑΣΧΟΛΟΥΜΕΝΟΙ 'ΠΑΛΑΙΟΙ' ή 'ΝΕΟΙ' ΣΕ ΟΙΚΟΔΟΜΟΤΕΧΝΙΚΑ ΕΡΓΑ;16,820;57,427;74,247;1/1/2025
0802;Της παρ. 9 του αρ. 39 του Ν. 4387/16, για τους κλάδους Σύνταξης και Επικουρικού με εξαίρεση ασθενείας σε είδος και χρήμα λόγω παράλληλης ασφάλισης σε φορέα ασθένειας εκτός ΕΟΠΥΥ;9,67;16,33;26,00;1/6/2022
0812;Της παρ. 9 του αρ. 39 του Ν. 4387/16, για τους κλάδους Σύνταξης , Επικουρικού και Πρόνοια με εξαίρεση ασθενείας σε είδος και χρήμα λόγω παράλληλης ασφάλισης σε φορέα ασθένειας εκτός ΕΟΠΥΥ;13,67;16,33;30,00;1/6/2022
0822;Της παρ. 9 του αρ. 39 του Ν. 4387/16, για τους κλάδους Σύνταξης και Πρόνοια με εξαίρεση ασθενείας σε είδος και χρήμα λόγω παράλληλης ασφάλισης σε φορέα ασθένειας εκτός ΕΟΠΥΥ;10,67;13,33;24,00;1/1/2017
822;ΣΥΝΤΗΡΗΤΕΣ ΚΤΙΡΙΩΝ ΔΙΑΦΟΡΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ;16,82;25,94;42,76;1/1/2025
824;ΣΥΝΤΗΡΗΤΕΣ ΚΤΙΡΙΩΝ ΔΙΑΦΟΡΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ;12,57;22,19;34,76;1/1/2025
830;ΣΥΝΤΗΡΗΤΕΣ ΚΤΙΡΙΩΝ ΔΙΑΦΟΡΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ;14,77;20,89;35,66;1/6/2022
0832;Της παρ. 9 του αρ. 39 του Ν. 4387/16, για τον κλάδο Σύνταξης με εξαίρεση ασθενείας σε είδος και χρήμα λόγω παράλληλης ασφάλισης σε φορέα ασθένειας εκτός ΕΟΠΥΥ;6,67;13,33;20,00;1/1/2017
832;ΣΥΝΤΗΡΗΤΕΣ ΚΤΙΡΙΩΝ ΔΙΑΦΟΡΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ;10,52;17,14;27,66;1/1/2021
856;ΣΥΝΤΗΡΗΤΕΣ ΚΤΙΡΙΩΝ ΠΟΥ ΑΠΑΣΧΟΛΟΥΝΤΑΙ ΣΕ ΜΟΡΦΩΤΙΚΕΣ ΟΡΓΑΝΩΣΕΙΣ ΠΟΥ ΕΧΟΥΝ ΠΟΡΟΥΣ ΑΠΟ ΙΔΙΩΤΙΚΕΣ ΕΙΣΦΟΡΕΣ ΑΜΕΡΙΚΑΝΩΝ;16,82;25,94;42,76;1/1/2025
956;ΑΣΦΑΛΙΣΜΕΝΟΙ ΕΞΑΙΡΟΥΜΕΝΟΙ ΑΠΟ ΤΗΝ ΑΣΦΑΛΙΣΗ ΤΟΥ ΚΛΑΔΟΥ ΠΑΡΟΧΩΝ ΑΣΘΕΝΕΙΑΣ ΣΕ ΕΙΔΟΣ ΚΑΙ ΧΡΗΜΑ ΚΑΙ ΤΟΥ ΕΠΙΚΟΥΡΙΚΟΥ ΚΛΑΔΟΥ ΙΚΑ - ΤΕΑΜ;12,62;18,44;31,06;1/1/2021
985;ΕΜΜΙΣΘΟΙ ΔΙΚΗΓΟΡΟΙ ΒΑΣΕΙ Ν. 4670/2020 ΑΠΟ 01/01/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ;9,67;16,33;26,00;1/6/2022
986;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 01/01/2020;17,37;21,79;39,16;1/1/2025
996;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 01/01/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ;17,37;22,79;40,16;1/1/2025
997;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΑΣΘΕΝΕΙΑΣ ΣΕ ΕΙΔΟΣ ΚΑΙ ΧΡΗΜΑ;15,32;17,74;33,06;1/6/2022
998;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΑΣΘΕΝΕΙΑΣ ΣΕ ΕΙΔΟΣ ΚΑΙ ΧΡΗΜΑ;15,32;18,74;34,06;1/6/2022
1013;ΕΡΓ/ΝΟΙ ΓΕΩΡΓΙΚΩΝ ΣΥΝ/ΣΜΩΝ ΣΥΝ/ΣΤΙΚΩΝ ΟΡΓΑΝΩΣΕΩΝ (ΠΑΛΑΙΟΙ);9,67;16,33;26,00;1/6/2022
1016;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ;14,37;18,79;33,16;1/1/2025
1017;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ;14,37;19,79;34,16;1/1/2025
1018;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΠΡΟΝΟΙΑΣ;13,37;21,79;35,16;1/1/2025
1019;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΠΡΟΝΟΙΑΣ;13,37;22,79;36,16;1/1/2025
1020;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ;8,32;14,74;23,06;1/1/2021
1021;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ;8,32;15,74;24,06;1/1/2021
1022;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ;10,37;18,79;29,16;1/1/2025
1023;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ;10,37;19,79;30,16;1/1/2025
1024;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ;11,32;17,74;29,06;1/6/2022
1025;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ ΚΑΙ ΠΡΟΝΟΙΑΣ;11,32;18,74;30,06;1/6/2022
1106;ΔΙΑΧΕΙΡΙΣΤΕΣ ΜΕΛΗ Ο.Ε., Ε.Ε., Ε.Π.Ε. ΤΟΥ Ν.1759/1988;11,72;20,38;32,10;1/1/2025
1107;ΜΕΛΗ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ Α.Ε. ΚΑΙ ΑΓΡΟΤΙΚΩΝ ΣΥΝΕΤΑΙΡΙΣΜΩΝ, ΕΦΟΣΟΝ ΛΑΜΒΑΝΟΥΝ ΑΜΟΙΒΗ, ΥΠΑΓΟΜΕΝΟΙ ΣΤΟ ΤΕΚΑ;8,72;17,38;26,10;1/1/2025
1113;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ KAI ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ;12,32;14,74;27,06;1/1/2021
1114;ΜΙΣΘΩΤΟΙ ΜΗΧΑΝΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ KAI ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ;12,32;15,74;28,06;1/1/2021
1121;ΜΙΣΘΩΤΟΙ ΥΓΕΙΟΝΟΜΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ KAI ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ;12,32;14,74;27,06;1/1/2021
1122;ΜΙΣΘΩΤΟΙ ΥΓΕΙΟΝΟΜΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ KAI ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ;12,32;15,74;28,06;1/1/2021
1133;ΜΙΣΘΩΤΟΙ ΥΓΕΙΟΝΟΜΙΚΟΙ ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ KAI ΠΡΟΝΟΙΑΣ;11,32;17,74;29,06;1/6/2022
1134;ΜΙΣΘΩΤΟΙ ΥΓΕΙΟΝΟΜΙΚΟΙ  ΑΠΟ 1/1/2020 ΜΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΙΝΔΥΝΟ ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ KAI ΠΡΟΝΟΙΑΣ;11,32;18,74;30,06;1/6/2022
1144;"ΑΠΑΣΧΟΛΟYΜΕΝΟΙ ""ΠΑΛΑΙΟΙ"" Η΄ ""ΝΕΟΙ"" ΣΕ ΟΙΚΟΔΟΜΟΤΕΧΝΙΚΑ ΕΡΓΑ, ΜΕ ΕΞΑΙΡΕΣΗ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ";12,570;52,737;65,307;1/1/2025
1177;ΤΑΚΤΙΚΟΙ ΥΠΑΛΛΗΛΟΙ ΟΣΕ ΜΕ ΑΣΦΑΛΙΣΗ ΤΟ ΕΤΕΑΜ ΑΠΟ 1/8/2010;4,65;4,41;9,06;1/6/2022
1249; ΕΜΜΙΣΘΟΙ ΔΙΚΗΓΟΡΟΙ ΒΑΣΕΙ Ν.4670/2020 ΑΠΟ 1/1/2020 ΜΕ ΕΞΑΙΡΕΣΗ ΥΓΕΙΟΝΟΜΙΚΗΣ ΠΕΡΙΘΑΛΨΗΣ KAI ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ;8,67;15,33;24,00;1/1/2020
1253;ΑΣΦΑΛΙΣΗ ΣΤΟΥΣ ΚΛΑΔΟΥΣ ΚΥΡΙΑΣ ΣΥΝΤΑΞΗΣ, ΑΣΘ. ΣΕ ΕΙΔΟΣ ΚΑΙ ΣΕ ΧΡΗΜΑ, ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΟΕΚ ΑΠΟ 1/1/2017;11,72;20,38;32,10;1/1/2025
1312;ΠΡΑΚΤΙΚΗ ΑΣΚΗΣΗ Ε.Κ., ΜΕ ΕΙΣΠΡΑΞΗ ΑΜΟΙΒΗΣ ΣΕ ΧΡΗΜΑ;1,65;4,80;6,45;1/1/2025
1315;ΠΡΟΝΟΙΑ ΠΡΟΣΩΠΙΚΟΥ ΟΣΕ ΤΟΥ Τ. ΤΑΥΤΕΚΩ-ΕΙΣΦΟΡΕΣ ΧΟΡΗΓΟΥΜΕΝΩΝ ΔΩΡΩΝ;3,00;0,00;3,00;1/12/2013
1317;ΠΟΡΟΣ ΥΠΕΡ E-ΕΦΚΑ, Ν.5078/2023, ΓΙΑ ΚΛΑΔΟ ΕΠΙΚΟΥΡΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΜΕ ΑΣΦΑΛΙΣΤΙΚΕΣ  ΚΑΤΗΓΟΡΙΕΣ, ΑΠΑΣΧΟΛΟΥΜΕΝΩΝ ΣΥΝΤΑΞΙΟΥΧΩΝ ΔΙΚΗΓΟΡΩΝ & ΜΗΧΑΝΙΚΩΝ ΥΠΑΓΟΜΕΝΩΝ ΣΤΙΣ ΔΙΑΤ. ΠΑΡ.9, ΑΡ.39, 01.01.2024;2,30;0,00;2,30;1/1/2024
1363;ΑΣΦΑΛΙΣΗ ΣΤΟΥΣ ΚΛΑΔΟΥΣ ΚΥΡΙΑΣ ΣΥΝΤΑΞΗΣ, ΑΣΘ. ΣΕ ΕΙΔΟΣ ΚΑΙ ΣΕ ΧΡΗΜΑ ΚΑΙ ΟΕΚ ΑΠΟ 1/1/2022 (ΧΩΡΙΣ ΕΠΙΚΟΥΡΙΚΟ);8,72;17,38;26,10;1/1/2025
1413;ΙΠΤΑΜΕΝΟ ΠΡΟΣΩΠΙΚΟ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΑΠΟ ΑΥΤΟ ΤΗΣ ΟΑ & ΑΕΡΟΠΛΟΪΑΣ ΠΟΥ ΑΝΗΚΕΙ ΠΛΕΟΝ ΣΤΙΣ ΟΛ. ΑΕΡΟΓΡΑΜΜΕΣ;13,37;22,79;36,16;1/1/2025
1414;ΙΠΤΑΜΕΝΟ ΠΡΟΣΩΠΙΚΟ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΑΠΟ ΑΥΤΟ ΤΗΣ ΟΑ & ΑΕΡΟΠΛΟΪΑΣ ΠΟΥ ΑΝΗΚΕΙ ΠΛΕΟΝ ΣΤΙΣ ΟΛ. ΑΕΡΟΓΡΑΜΜΕΣ;11,32;18,74;30,06;1/6/2022
1416;ΤΕΧΝΙΚΟ ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;13,37;21,79;35,16;1/1/2025
1417;ΤΕΧΝΙΚΟ ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;13,37;22,79;36,16;1/1/2025
1418;ΤΕΧΝΙΚΟ ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;11,32;17,74;29,06;1/6/2022
1419;ΤΕΧΝΙΚΟ ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;11,32;18,74;30,06;1/6/2022
1422;ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;13,37;21,79;35,16;1/1/2025
1423;ΠΡΟΣΩΠΙΚΟ ΕΔΑΦΟΥΣ ΑΕΡΟΠΟΡΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΕΚΤΟΣ ΟΑ & ΑΕΡΟΠΛΟΙΑΣ;13,37;22,79;36,16;1/1/2025
